feature,mean_abs_shap
c_ATS1dv,0.010436634770085737
c_EState_VSA10,0.010381705038841843
c_Spe,0.010381698450797753
c_MWC08,0.010349151728112333
c_ABCGG,0.010225733784926385
c_GGI5,0.010160601263016714
nc_ATS0i,0.01015967233840785
nc_NdsCH,0.010089808987195753
nc_ATS1i,0.009970843185392193
c_SpDiam_Dzi,0.009727650633380247
c_TpiPC10,0.009673339399555727
c_ETA_eta_R,0.009664889239019097
c_VR1_Dzv,0.009636865735147266
nc_PEOE_VSA13,0.0096278413536478
nc_Xp-3d,0.009514664720894975
nc_SaaN,0.009492314569356645
nc_nBondsM,0.009327215125868323
nc_ATS2v,0.009292668967747131
c_Xpc-5dv,0.009151577657558488
c_SpMax_Dzv,0.009145423275707281
c_nHBAcc,0.009100254568222157
c_SRW08,0.009032519440521388
c_ATS5Z,0.008978387314339076
c_MWC09,0.008963747496534863
nc_ATS3Z,0.008825797126211149
nc_GGI1,0.00858187501145156
c_Xp-2d,0.008579623100362631
nc_nBondsKS,0.008559285242696748
c_VMcGowan,0.008543684310591996
c_Xp-1d,0.00850635635838762
c_ATS0i,0.008469138933199104
c_VR2_Dzpe,0.008448238773981955
